taxonomy [copies/gr],taxa [copies/gr],DTN00I,DTN00J,DTN00K,DTN00L
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus glycanilyticus,Paenibacillus glycanilyticus,145296,0,102200,180963
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus harenae,Paenibacillus harenae,0,0,817610,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus illinoisensis,Paenibacillus illinoisensis,121082,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus koleovorans,Paenibacillus koleovorans,72650,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae,Paenibacillus larvae,121082,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus massiliensis,Paenibacillus massiliensis,0,1008269,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus mucilaginosus,Paenibacillus mucilaginosus,108975,3360893,136269,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus pectinilyticus,Paenibacillus pectinilyticus,266379,1008269,238469,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus populi,Paenibacillus populi,96864,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus prosopidis,Paenibacillus prosopidis,72650,0,170334,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus rhizoryzae,Paenibacillus rhizoryzae,145296,2016534,374738,211123
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sacheonensis,Paenibacillus sacheonensis,36325,0,102200,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sepulcri,Paenibacillus sepulcri,605411,4033072,170334,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp.,Paenibacillus sp.,3838293,14115748,2282497,754010
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus taihuensis,Paenibacillus taihuensis,0,1008269,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus terreus,Paenibacillus terreus,121082,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus terrigena,Paenibacillus terrigena,36325,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus thermoaerophilus,Paenibacillus thermoaerophilus,678057,2016534,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus vulneris,Paenibacillus vulneris,121082,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Thermobacillus;Thermobacillus composti,Thermobacillus composti,96864,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Thermobacillus;Thermobacillus sp.,Thermobacillus sp.,205839,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Kroppenstedtia;Kroppenstedtia eburnea,Kroppenstedtia eburnea,48432,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Novibacillus;Novibacillus sp.,Novibacillus sp.,48432,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Novibacillus;Novibacillus thermophilus,Novibacillus thermophilus,145296,1008269,204403,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Planifilum;Planifilum composti,Planifilum composti,60539,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Planifilum;Planifilum fulgidum,Planifilum fulgidum,84757,0,408807,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Planifilum;Planifilum sp.,Planifilum sp.,472218,0,408807,361927
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Shimazuella;Shimazuella kribbensis,Shimazuella kribbensis,96864,2016534,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces daqus,Thermoactinomyces daqus,230057,1008269,0,150803
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces intermedius,Thermoactinomyces intermedius,193732,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces sp.,Thermoactinomyces sp.,0,0,170334,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces vulgaris,Thermoactinomyces vulgaris,72650,0,136269,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoflavimicrobium;Thermoflavimicrobium sp.,Thermoflavimicrobium sp.,48432,0,0,0
Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;Caldicoprobacter sp.,Caldicoprobacter sp.,496436,2688714,272538,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Caloramatoraceae;Fonticella;Fonticella sp.,Fonticella sp.,36325,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium beijerinckii,Clostridium beijerinckii,48432,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp.,Clostridium sp.,1368224,2352628,919814,301606
Bacteria;Firmicutes;Clostridia;Eubacteriales;Garciellaceae;Rhabdanaerobium;Rhabdanaerobium thermarum,Rhabdanaerobium thermarum,84757,0,0,0
Bacteria;Firmicutes;Clostridia;Incertae-sedis;Gracilibacteraceae;Gracilibacter;Gracilibacter sp.,Gracilibacter sp.,48432,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna cellulosilytica,Anaerocolumna cellulosilytica,36325,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna sp.,Anaerocolumna sp.,339029,0,136269,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna xylanovorans,Anaerocolumna xylanovorans,145296,1680445,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix;Herbinix luporum,Herbinix luporum,48432,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix;Herbinix sp.,Herbinix sp.,121082,0,170334,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnotalea;Lachnotalea sp.,Lachnotalea sp.,96864,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia sp.,Roseburia sp.,36325,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae;Incertae-sedis;Clostridium cellulosi,Clostridium cellulosi,532761,0,102200,90480
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Acetivibrio;Hungateiclostridium cellulolyticum,Hungateiclostridium cellulolyticum,0,0,170334,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Hungateiclostridium;Hungateiclostridium clariflavum,Hungateiclostridium clariflavum,48432,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Hungateiclostridium;Hungateiclostridium thermocellum,Hungateiclostridium thermocellum,72650,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Pseudoclostridium;Pseudoclostridium thermosuccinogenes,Pseudoclostridium thermosuccinogenes,48432,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Thermoclostridium;Thermoclostridium sp.,Thermoclostridium sp.,48432,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Tepidimicrobium;Tepidimicrobium sp.,Tepidimicrobium sp.,169514,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Incertae-sedis;Alkaliphilus;Alkaliphilus oremlandii,Alkaliphilus oremlandii,48432,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Paeniclostridium;Paeniclostridium sordellii,Paeniclostridium sordellii,36325,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Paraclostridium;Paraclostridium sp.,Paraclostridium sp.,0,0,0,90480
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia;Romboutsia sp.,Romboutsia sp.,36325,0,0,0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculaceae;Desulfofarcimen;Desulfofarcimen intricatum,Desulfofarcimen intricatum,36325,0,0,0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculaceae;Desulfotomaculum;Desulfotomaculum nigrificans,Desulfotomaculum nigrificans,48432,0,0,0
Bacteria;Firmicutes;Limnochordia;Incertae-sedis;Incertae-sedis;Hydrogenispora;Hydrogenispora sp.,Hydrogenispora sp.,460111,1680445,1328617,120643
Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;Limnochorda;Limnochorda sp.,Limnochorda sp.,36325,0,0,0
Bacteria;Firmicutes;Moorellia;Desulfitibacterales;Desulfitibacteraceae;Desulfitibacter;Desulfitibacter sp.,Desulfitibacter sp.,60539,0,136269,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Sporomusa;Sporomusa malonica,Sporomusa malonica,60539,0,0,0
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;Symbiobacterium sp.,Symbiobacterium sp.,48432,0,0,0
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;Symbiobacterium terraclitae,Symbiobacterium terraclitae,60539,0,0,0
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;Symbiobacterium thermophilum,Symbiobacterium thermophilum,108975,0,0,0
Bacteria;Firmicutes;Thermaerobacteria;Thermaerobacterales;Thermaerobacteraceae;Thermaerobacter;Thermaerobacter sp.,Thermaerobacter sp.,520650,1344359,102200,90480
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Family III;Thermoanaerobacterium;Thermoanaerobacterium thermosaccharolyticum,Thermoanaerobacterium thermosaccharolyticum,72650,0,102200,0
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp.,Gemmatimonas sp.,10279843,25542783,9129993,1146097
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis,Gemmatirosa kalamazoonesis,932329,2016534,204403,120643
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa sp.,Gemmatirosa sp.,738600,2688714,476941,180963
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;Roseisolibacter agri,Roseisolibacter agri,363246,2352624,0,90480
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;Roseisolibacter sp.,Roseisolibacter sp.,799139,7057876,170334,0
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium;Longimicrobium sp.,Longimicrobium sp.,581193,1344359,613207,150803
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium;Longimicrobium terrae,Longimicrobium terrae,60539,0,0,0
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halocella;Halocella sp.,Halocella sp.,0,0,170334,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp.,Anaeromyxobacter sp.,823357,0,681341,120643
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Aggregicoccus;Aggregicoccus edonensis,Aggregicoccus edonensis,2009957,12771393,1498955,422247
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;Archangium gephyra,Archangium gephyra,4189429,18484910,2316566,1206417
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;Archangium minus,Archangium minus,738600,0,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;Archangium sp.,Archangium sp.,169514,0,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus coralloides,Corallococcus coralloides,133189,0,204403,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus macrosporus,Corallococcus macrosporus,290596,2016534,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Cystobacter;Cystobacter ferrugineus,Cystobacter ferrugineus,1452982,0,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Cystobacter;Cystobacter gracilis,Cystobacter gracilis,448004,1680445,238469,663530
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Cystobacter;Cystobacter sp.,Cystobacter sp.,36325,0,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus fulvus,Myxococcus fulvus,0,0,340672,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus sp.,Myxococcus sp.,302704,4369159,1430821,512727
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Stigmatella;Stigmatella sp.,Stigmatella sp.,1126061,0,1022014,361927
Bacteria;Myxococcota;Myxococcia;Myxococcales;Vulgatibacteraceae;Vulgatibacter;Vulgatibacter sp.,Vulgatibacter sp.,569086,1008269,238469,0
Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;Haliangium ochraceum,Haliangium ochraceum,0,0,408807,0
Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;Haliangium sp.,Haliangium sp.,7918750,29239766,20167745,7479793
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Enhygromyxa;Enhygromyxa sp.,Enhygromyxa sp.,84757,1680445,374738,301603
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis;Nannocystis sp.,Nannocystis sp.,1210818,4705248,2078097,482567
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Pseudenhygromyxa;Pseudenhygromyxa sp.,Pseudenhygromyxa sp.,169514,1344359,681341,180963
Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;Phaselicystis flava,Phaselicystis flava,145296,0,0,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;Phaselicystis sp.,Phaselicystis sp.,774925,5377428,5416676,542887
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Aetherobacter;Aetherobacter sp.,Aetherobacter sp.,1150279,0,374738,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Minicystis;Minicystis rosea,Minicystis rosea,0,0,579141,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;Pajaroellobacter sp.,Pajaroellobacter sp.,3196561,7393962,3951790,1266740
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Polyangium;Polyangium sp.,Polyangium sp.,556975,1680445,613207,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Polyangium;Polyangium spumosum,Polyangium spumosum,0,1344359,0,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;Sorangium cellulosum,Sorangium cellulosum,181621,1008269,102200,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;Sorangium sp.,Sorangium sp.,472218,3696983,2827572,422247
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus,Sandaracinus amylolyticus,169514,0,0,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus;Sandaracinus sp.,Sandaracinus sp.,205839,0,647276,0
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira defluvii,Nitrospira defluvii,121082,0,579141,211123
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira japonica,Nitrospira japonica,714382,4033072,579141,603210
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira nitrificans,Nitrospira nitrificans,0,0,0,512727
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira nitrosa,Nitrospira nitrosa,532761,7730052,2180297,0
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira sp.,Nitrospira sp.,1598279,8402231,5382607,2925563
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Saccharimonas;Saccharimonas sp.,Saccharimonas sp.,714382,0,102200,0
Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;Tepidisphaera sp.,Tepidisphaera sp.,883896,0,0,0
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;Fimbriiglobus sp.,Fimbriiglobus sp.,2942286,13107479,7154100,1538183
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;Gemmata massiliana,Gemmata massiliana,0,1344359,0,150803
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;Gemmata sp.,Gemmata sp.,11103200,44699869,19350134,4222463
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Telmatocola;Telmatocola sp.,Telmatocola sp.,48432,0,0,0
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Zavarzinella;Zavarzinella sp.,Zavarzinella sp.,84757,1008269,0,0
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;Aquisphaera sp.,Aquisphaera sp.,3499264,4705248,3304514,844493
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Isosphaera;Isosphaera sp.,Isosphaera sp.,0,0,0,150803
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Paludisphaera;Paludisphaera borealis,Paludisphaera borealis,48432,0,238469,0
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Paludisphaera;Paludisphaera sp.,Paludisphaera sp.,1380332,0,817610,0
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;Singulisphaera sp.,Singulisphaera sp.,6320468,26214962,5212272,2050910
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;Tundrisphaera sp.,Tundrisphaera sp.,7616043,8738321,4394662,603210
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;Blastopirellula sp.,Blastopirellula sp.,605411,0,885745,633370
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Bythopirellula;Bythopirellula goksoyri,Bythopirellula goksoyri,472218,0,136269,0
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Bythopirellula;Bythopirellula sp.,Bythopirellula sp.,193732,0,408807,0
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;Pirellula sp.,Pirellula sp.,12919429,34617193,25584421,6062250
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula sp.,Rhodopirellula sp.,7676586,6721786,1805559,723850
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;Planctomicrobium piriforme,Planctomicrobium piriforme,72650,0,0,0
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;Planctomicrobium sp.,Planctomicrobium sp.,508543,2352624,1669290,723850
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Planctopirus;Planctopirus sp.,Planctopirus sp.,60539,0,0,0
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Schlesneria;Schlesneria sp.,Schlesneria sp.,121082,0,136269,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidicaldus;Acidicaldus sp.,Acidicaldus sp.,217946,2016534,306603,301603
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;Belnapia moabensis,Belnapia moabensis,133189,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;Belnapia rosea,Belnapia rosea,108975,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;Belnapia soli,Belnapia soli,2179471,2688714,0,392087
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;Belnapia sp.,Belnapia sp.,5860357,13779659,306603,361927
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Paracraurococcus;Paracraurococcus ruber,Paracraurococcus ruber,145296,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodopila;Rhodopila sp.,Rhodopila sp.,665950,2016534,170334,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovastum;Rhodovastum sp.,Rhodovastum sp.,363246,0,170334,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseococcus;Roseococcus sp.,Roseococcus sp.,290596,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas aeriglobus,Roseomonas aeriglobus,48432,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas aerilata,Roseomonas aerilata,254271,1008269,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas aestuarii,Roseomonas aestuarii,254271,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas aquatica,Roseomonas aquatica,314814,1008269,0,422247
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas frigidaquae,Roseomonas frigidaquae,230057,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas lacus,Roseomonas lacus,193732,0,204403,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas ludipueritiae,Roseomonas ludipueritiae,2191582,7057876,0,271443
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas oryzae,Roseomonas oryzae,169514,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas rubra,Roseomonas rubra,0,0,0,150803
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas sp.,Roseomonas sp.,7046961,5377428,511007,754010
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas tokyonensis,Roseomonas tokyonensis,60539,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas vinacea,Roseomonas vinacea,84757,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas wooponensis,Roseomonas wooponensis,60539,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rubritepida;Rubritepida sp.,Rubritepida sp.,108975,0,238469,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Siccirubricoccus;Siccirubricoccus deserti,Siccirubricoccus deserti,629625,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;Acuticoccus;Acuticoccus sp.,Acuticoccus sp.,242164,0,102200,0
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum;Azospirillum lipoferum,Azospirillum lipoferum,36325,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum;Azospirillum sp.,Azospirillum sp.,690168,3696983,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Desertibacter;Desertibacter xinjiangensis,Desertibacter xinjiangensis,520650,2352624,408807,241283
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;Skermanella aerolata,Skermanella aerolata,13040507,43691603,3611117,2412837
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;Skermanella sp.,Skermanella sp.,5085436,12099214,2316566,1598503
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;Skermanella xinjiangensis,Skermanella xinjiangensis,653843,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Inquilinaceae;Inquilinus;Inquilinus limosus,Inquilinus limosus,72650,1344359,136269,211123
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Inquilinaceae;Inquilinus;Inquilinus sp.,Inquilinus sp.,108975,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis sp.,Asticcacaulis sp.,266379,0,919814,90480
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas aveniformis,Brevundimonas aveniformis,72650,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas basaltis,Brevundimonas basaltis,145296,1008269,0,271443
